replicon	feature_type	feat_start	feat_end	strand	feat_length_bp	locus_tag	gene	product	mod_code	mod_label	mod_description	raw_count	norm_count
NC_003197.2	CDS	2556597	2557389	-	792	EBBPGFGJ_02462	ucpA	Oxidoreductase UcpA	m	5mC	5-methylcytosine	10	0.01262626
NC_003197.2	CDS	2557626	2558526	-	900	EBBPGFGJ_02463	yfeX	Dye-decolorizing peroxidase YfeX	m	5mC	5-methylcytosine	29	0.03222222
NC_003197.2	CDS	2558620	2559196	-	576	EBBPGFGJ_02464	yfeY	Uncharacterized protein YfeY	m	5mC	5-methylcytosine	24	0.04166667
NC_003197.2	CDS	2559257	2559707	-	450	EBBPGFGJ_02465	yfeZ	Inner membrane protein YfeZ	m	5mC	5-methylcytosine	5	0.01111111
NC_003197.2	CDS	2559693	2560119	-	426	EBBPGFGJ_02466	ypeA	Acetyltransferase YpeA	m	5mC	5-methylcytosine	3	0.00704225
NC_003197.2	CDS	2560331	2561201	+	870	EBBPGFGJ_02467	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	m	5mC	5-methylcytosine	24	0.02758621
NC_003197.2	CDS	2561203	2562103	+	900	EBBPGFGJ_02468	hemF	Oxygen-dependent coproporphyrinogen-III oxidase	m	5mC	5-methylcytosine	30	0.03333333
NC_003197.2	CDS	2562581	2563859	+	1278	EBBPGFGJ_02470		hypothetical protein	m	5mC	5-methylcytosine	16	0.01251956
NC_003197.2	CDS	2564058	2565027	-	969	EBBPGFGJ_02471		hypothetical protein	m	5mC	5-methylcytosine	19	0.01960784
NC_003197.2	CDS	2565158	2565653	-	495	EBBPGFGJ_02472	eutK	Ethanolamine utilization protein EutK	m	5mC	5-methylcytosine	31	0.06262626
NC_003197.2	CDS	2565665	2566325	-	660	EBBPGFGJ_02473	eutL	Ethanolamine utilization protein EutL	m	5mC	5-methylcytosine	63	0.09545455
NC_003197.2	CDS	2566334	2567231	-	897	EBBPGFGJ_02474	eutC	Ethanolamine ammonia-lyase light chain	m	5mC	5-methylcytosine	7	0.00780379
NC_003197.2	CDS	2567249	2568611	-	1362	EBBPGFGJ_02475	eutB	Ethanolamine ammonia-lyase heavy chain	m	5mC	5-methylcytosine	21	0.01541850
NC_003197.2	CDS	2568622	2570026	-	1404	EBBPGFGJ_02476		hypothetical protein	m	5mC	5-methylcytosine	56	0.03988604
NC_003197.2	CDS	2570022	2571249	-	1227	EBBPGFGJ_02477		hypothetical protein	m	5mC	5-methylcytosine	11	0.00896496
NC_003197.2	CDS	2571368	2572556	-	1188	EBBPGFGJ_02478	mdh_1	NAD-dependent methanol dehydrogenase	m	5mC	5-methylcytosine	99	0.08333333
NC_003197.2	CDS	2572545	2573385	-	840	EBBPGFGJ_02479	ftsA_2	Cell division protein FtsA	m	5mC	5-methylcytosine	29	0.03452381
NC_003197.2	CDS	2573395	2574799	-	1404	EBBPGFGJ_02480	adhE_4	Aldehyde-alcohol dehydrogenase	m	5mC	5-methylcytosine	37	0.02635328
NC_003197.2	CDS	2575541	2576558	-	1017	EBBPGFGJ_02483	eutD	Ethanolamine utilization protein EutD	m	5mC	5-methylcytosine	78	0.07669617
NC_003197.2	CDS	2576554	2577358	-	804	EBBPGFGJ_02484		hypothetical protein	m	5mC	5-methylcytosine	38	0.04726368
NC_003197.2	CDS	2577354	2578044	-	690	EBBPGFGJ_02485	eutQ	Ethanolamine utilization protein EutQ	m	5mC	5-methylcytosine	9	0.01304348
NC_003197.2	CDS	2579329	2579788	-	459	EBBPGFGJ_02488		IS200/IS605 family transposase IS200F	m	5mC	5-methylcytosine	2	0.00435730
NC_003197.2	CDS	2579977	2582257	-	2280	EBBPGFGJ_02489	maeB	NADP-dependent malic enzyme	m	5mC	5-methylcytosine	87	0.03815789
NC_003197.2	CDS	2582528	2583479	+	951	EBBPGFGJ_02490	tal	Transaldolase	m	5mC	5-methylcytosine	12	0.01261830
NC_003197.2	CDS	2583498	2585499	+	2001	EBBPGFGJ_02491	tktB	Transketolase 2	m	5mC	5-methylcytosine	37	0.01849075
NC_003197.2	CDS	2585561	2585792	-	231	EBBPGFGJ_02492		hypothetical protein	m	5mC	5-methylcytosine	3	0.01298701
NC_003197.2	CDS	2585919	2586963	-	1044	EBBPGFGJ_02493		hypothetical protein	m	5mC	5-methylcytosine	36	0.03448276
NC_003197.2	CDS	2587087	2587663	-	576	EBBPGFGJ_02494	nudK	GDP-mannose pyrophosphatase NudK	m	5mC	5-methylcytosine	1	0.00173611
NC_003197.2	CDS	2587866	2589165	+	1299	EBBPGFGJ_02495	yfeW	Putative D-alanyl-D-alanine carboxypeptidase	m	5mC	5-methylcytosine	3	0.00230947
NC_003197.2	CDS	2589613	2591575	-	1962	EBBPGFGJ_02496		Ferredoxin--NADP reductase	m	5mC	5-methylcytosine	91	0.04638124
NC_003197.2	CDS	2591760	2593461	+	1701	EBBPGFGJ_02497	narQ	Nitrate/nitrite sensor protein NarQ	m	5mC	5-methylcytosine	28	0.01646091
NC_003197.2	CDS	2593645	2596759	+	3114	EBBPGFGJ_02498	acrB_2	Multidrug efflux pump subunit AcrB	m	5mC	5-methylcytosine	77	0.02472704
NC_003197.2	CDS	2597692	2598820	+	1128	EBBPGFGJ_02500	dapE	Succinyl-diaminopimelate desuccinylase	m	5mC	5-methylcytosine	29	0.02570922
NC_003197.2	CDS	2598847	2599048	+	201	EBBPGFGJ_02501		hypothetical protein	m	5mC	5-methylcytosine	1	0.00497512
NC_003197.2	CDS	2599074	2601093	-	2019	EBBPGFGJ_02502	tmcA	tRNA(Met) cytidine acetyltransferase TmcA	m	5mC	5-methylcytosine	193	0.09559188
NC_003197.2	CDS	2601108	2601972	-	864	EBBPGFGJ_02503		Uncharacterized protein Rv2575	m	5mC	5-methylcytosine	12	0.01388889
NC_003197.2	CDS	2602102	2602816	-	714	EBBPGFGJ_02504	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	m	5mC	5-methylcytosine	1	0.00140056
NC_003197.2	CDS	2602990	2604025	-	1035	EBBPGFGJ_02505	bamC	Outer membrane protein assembly factor BamC	m	5mC	5-methylcytosine	25	0.02415459
NC_003197.2	CDS	2604041	2604920	-	879	EBBPGFGJ_02506	dapA	4-hydroxy-tetrahydrodipicolinate synthase	m	5mC	5-methylcytosine	9	0.01023891
NC_003197.2	CDS	2605065	2605638	+	573	EBBPGFGJ_02507	gcvR	Glycine cleavage system transcriptional repressor	m	5mC	5-methylcytosine	4	0.00698080
NC_003197.2	CDS	2605637	2606108	+	471	EBBPGFGJ_02508	bcp	Peroxiredoxin Bcp	m	5mC	5-methylcytosine	6	0.01273885
NC_003197.2	CDS	2606154	2606397	-	243	EBBPGFGJ_02509		hypothetical protein	m	5mC	5-methylcytosine	9	0.03703704
NC_003197.2	CDS	2606694	2607762	-	1068	EBBPGFGJ_02510		hypothetical protein	m	5mC	5-methylcytosine	9	0.00842697
NC_003197.2	CDS	2607969	2609433	+	1464	EBBPGFGJ_02511	bepA	Beta-barrel assembly-enhancing protease	m	5mC	5-methylcytosine	63	0.04303279
NC_003197.2	CDS	2609472	2609832	+	360	EBBPGFGJ_02512	yfgD	Uncharacterized protein YfgD	m	5mC	5-methylcytosine	7	0.01944444
NC_003197.2	CDS	2609858	2610584	-	726	EBBPGFGJ_02513	hda	DnaA regulatory inactivator Hda	m	5mC	5-methylcytosine	2	0.00275482
NC_003197.2	CDS	2610654	2611944	-	1290	EBBPGFGJ_02514	uraA	Uracil permease	m	5mC	5-methylcytosine	41	0.03178295
NC_003197.2	CDS	2612031	2612658	-	627	EBBPGFGJ_02515	upp	Uracil phosphoribosyltransferase	m	5mC	5-methylcytosine	23	0.03668262
NC_003197.2	CDS	2613071	2614109	+	1038	EBBPGFGJ_02516	purM	Phosphoribosylformylglycinamidine cyclo-ligase	m	5mC	5-methylcytosine	27	0.02601156
NC_003197.2	CDS	2614108	2614747	+	639	EBBPGFGJ_02517	purN	Phosphoribosylglycinamide formyltransferase	m	5mC	5-methylcytosine	30	0.04694836
NC_003197.2	CDS	2614935	2617002	+	2067	EBBPGFGJ_02518	ppk	Polyphosphate kinase	m	5mC	5-methylcytosine	23	0.01112724
NC_003197.2	CDS	2617006	2618548	+	1542	EBBPGFGJ_02519	ppx	Exopolyphosphatase	m	5mC	5-methylcytosine	93	0.06031128
NC_003197.2	CDS	2618583	2620797	-	2214	EBBPGFGJ_02520	pdeF	Cyclic di-GMP phosphodiesterase PdeF	m	5mC	5-methylcytosine	23	0.01038844
NC_003197.2	CDS	2622290	2622581	-	291	EBBPGFGJ_02523		hypothetical protein	m	5mC	5-methylcytosine	3	0.01030928
NC_003197.2	CDS	2622803	2624381	-	1578	EBBPGFGJ_02524	guaA	GMP synthase [glutamine-hydrolyzing]	m	5mC	5-methylcytosine	60	0.03802281
NC_003197.2	CDS	2624450	2625917	-	1467	EBBPGFGJ_02525	guaB	Inosine-5'-monophosphate dehydrogenase	m	5mC	5-methylcytosine	29	0.01976823
NC_003197.2	CDS	2626077	2627427	+	1350	EBBPGFGJ_02526	xseA	Exodeoxyribonuclease 7 large subunit	m	5mC	5-methylcytosine	55	0.04074074
NC_003197.2	CDS	2627588	2633741	-	6153	EBBPGFGJ_02527		hypothetical protein	m	5mC	5-methylcytosine	147	0.02389078
NC_003197.2	CDS	2634401	2641709	-	7308	EBBPGFGJ_02528		hypothetical protein	m	5mC	5-methylcytosine	160	0.02189381
NC_003197.2	CDS	2641874	2647454	-	5580	EBBPGFGJ_02529		hypothetical protein	m	5mC	5-methylcytosine	245	0.04390681
NC_003197.2	CDS	2647591	2648551	-	960	EBBPGFGJ_02530		hypothetical protein	m	5mC	5-methylcytosine	6	0.00625000
NC_003197.2	CDS	2648608	2650801	-	2193	EBBPGFGJ_02531		hypothetical protein	m	5mC	5-methylcytosine	32	0.01459188
NC_003197.2	CDS	2651146	2651368	-	222	EBBPGFGJ_02532	yfgJ	Uncharacterized protein YfgJ	m	5mC	5-methylcytosine	2	0.00900901
NC_003197.2	CDS	2651456	2652929	-	1473	EBBPGFGJ_02533	der	GTPase Der	m	5mC	5-methylcytosine	36	0.02443992
NC_003197.2	CDS	2653047	2654226	-	1179	EBBPGFGJ_02534	bamB	Outer membrane protein assembly factor BamB	m	5mC	5-methylcytosine	25	0.02120441
NC_003197.2	CDS	2654236	2654857	-	621	EBBPGFGJ_02535		UPF0070 protein HI_0370	m	5mC	5-methylcytosine	11	0.01771337
NC_003197.2	CDS	2654870	2656145	-	1275	EBBPGFGJ_02536	hisS	Histidine--tRNA ligase	m	5mC	5-methylcytosine	46	0.03607843
NC_003197.2	CDS	2656255	2657374	-	1119	EBBPGFGJ_02537	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	m	5mC	5-methylcytosine	7	0.00625559
NC_003197.2	CDS	2657400	2658405	-	1005	EBBPGFGJ_02538	rodZ	Cytoskeleton protein RodZ	m	5mC	5-methylcytosine	46	0.04577114
NC_003197.2	CDS	2658696	2659863	-	1167	EBBPGFGJ_02539	rlmN	Dual-specificity RNA methyltransferase RlmN	m	5mC	5-methylcytosine	12	0.01028278
NC_003197.2	CDS	2660069	2660501	-	432	EBBPGFGJ_02540	ndk	Nucleoside diphosphate kinase	m	5mC	5-methylcytosine	6	0.01388889
NC_003197.2	CDS	2660621	2661485	-	864	EBBPGFGJ_02541	napF_2	Ferredoxin-type protein NapF	m	5mC	5-methylcytosine	61	0.07060185
NC_003197.2	CDS	2661484	2662294	-	810	EBBPGFGJ_02542	dmsC_3	Anaerobic dimethyl sulfoxide reductase chain C	m	5mC	5-methylcytosine	31	0.03827160
NC_003197.2	CDS	2662286	2662916	-	630	EBBPGFGJ_02543	dmsB_3	Anaerobic dimethyl sulfoxide reductase chain B	m	5mC	5-methylcytosine	7	0.01111111
NC_003197.2	CDS	2662912	2665291	-	2379	EBBPGFGJ_02544	dmsA_2	Dimethyl sulfoxide reductase DmsA	m	5mC	5-methylcytosine	33	0.01387137
NC_003197.2	CDS	2665446	2667762	-	2316	EBBPGFGJ_02545	pbpC	Penicillin-binding protein 1C	m	5mC	5-methylcytosine	91	0.03929188
NC_003197.2	CDS	2667762	2672697	-	4935	EBBPGFGJ_02546	yfhM	Alpha-2-macroglobulin	m	5mC	5-methylcytosine	142	0.02877406
NC_003197.2	CDS	2672905	2673748	+	843	EBBPGFGJ_02547	sseA_2	3-mercaptopyruvate sulfurtransferase	m	5mC	5-methylcytosine	45	0.05338078
NC_003197.2	CDS	2675231	2676008	-	777	EBBPGFGJ_02550		hypothetical protein	m	5mC	5-methylcytosine	17	0.02187902
NC_003197.2	CDS	2676022	2676202	+	180	EBBPGFGJ_02551		hypothetical protein	m	5mC	5-methylcytosine	2	0.01111111
NC_003197.2	CDS	2676117	2677401	-	1284	EBBPGFGJ_02552	pepB	Peptidase B	m	5mC	5-methylcytosine	43	0.03348910
NC_003197.2	CDS	2677859	2678195	-	336	EBBPGFGJ_02554	fdx	2Fe-2S ferredoxin	m	5mC	5-methylcytosine	4	0.01190476
NC_003197.2	CDS	2678196	2680047	-	1851	EBBPGFGJ_02555	hscA	Chaperone protein HscA	m	5mC	5-methylcytosine	103	0.05564560
NC_003197.2	CDS	2680059	2680575	-	516	EBBPGFGJ_02556	hscB	Co-chaperone protein HscB	m	5mC	5-methylcytosine	9	0.01744186
NC_003197.2	CDS	2681122	2681509	-	387	EBBPGFGJ_02558	iscU	Iron-sulfur cluster assembly scaffold protein IscU	m	5mC	5-methylcytosine	2	0.00516796
NC_003197.2	CDS	2681536	2682751	-	1215	EBBPGFGJ_02559	iscS	Cysteine desulfurase IscS	m	5mC	5-methylcytosine	16	0.01316872
NC_003197.2	CDS	2682931	2683426	-	495	EBBPGFGJ_02560	iscR	HTH-type transcriptional regulator IscR	m	5mC	5-methylcytosine	4	0.00808081
NC_003197.2	CDS	2683585	2684317	-	732	EBBPGFGJ_02561	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	m	5mC	5-methylcytosine	27	0.03688525
NC_003197.2	CDS	2684435	2685239	+	804	EBBPGFGJ_02562	suhB	Inositol-1-monophosphatase	m	5mC	5-methylcytosine	18	0.02238806
NC_003197.2	CDS	2685383	2686262	+	879	EBBPGFGJ_02563		Uncharacterized protein Rv2307c	m	5mC	5-methylcytosine	10	0.01137656
NC_003197.2	CDS	2686443	2687487	+	1044	EBBPGFGJ_02564	asrA	Anaerobic sulfite reductase subunit A	m	5mC	5-methylcytosine	46	0.04406130
NC_003197.2	CDS	2687490	2688309	+	819	EBBPGFGJ_02565	asrB	Anaerobic sulfite reductase subunit B	m	5mC	5-methylcytosine	23	0.02808303
NC_003197.2	CDS	2688319	2689333	+	1014	EBBPGFGJ_02566	asrC	Anaerobic sulfite reductase subunit C	m	5mC	5-methylcytosine	22	0.02169625
NC_003197.2	CDS	2689333	2690320	-	987	EBBPGFGJ_02567		hypothetical protein	m	5mC	5-methylcytosine	11	0.01114488
NC_003197.2	CDS	2691074	2692352	+	1278	EBBPGFGJ_02569		hypothetical protein	m	5mC	5-methylcytosine	13	0.01017214
NC_003197.2	CDS	2692346	2693486	-	1140	EBBPGFGJ_02570	hcaT	Probable 3-phenylpropionic acid transporter	m	5mC	5-methylcytosine	21	0.01842105
NC_003197.2	CDS	2693681	2694935	-	1254	EBBPGFGJ_02571	glyA	Serine hydroxymethyltransferase	m	5mC	5-methylcytosine	40	0.03189793
NC_003197.2	CDS	2695259	2696450	+	1191	EBBPGFGJ_02572	hmp	Flavohemoprotein	m	5mC	5-methylcytosine	95	0.07976490
NC_003197.2	CDS	2696631	2698176	+	1545	EBBPGFGJ_02573	cadC	Transcriptional activator CadC	m	5mC	5-methylcytosine	23	0.01488673
NC_003197.2	CDS	2698536	2699868	+	1332	EBBPGFGJ_02574	cadB	Probable cadaverine/lysine antiporter	m	5mC	5-methylcytosine	29	0.02177177
NC_003197.2	CDS	2699950	2702095	+	2145	EBBPGFGJ_02575	cadA	Inducible lysine decarboxylase	m	5mC	5-methylcytosine	49	0.02284382
NC_003197.2	CDS	2702150	2703611	+	1461	EBBPGFGJ_02576	dtpC	Dipeptide and tripeptide permease C	m	5mC	5-methylcytosine	45	0.03080082
NC_003197.2	CDS	2703659	2703998	-	339	EBBPGFGJ_02577	glnB	Nitrogen regulatory protein P-II 1	m	5mC	5-methylcytosine	3	0.00884956
NC_003197.2	CDS	2704074	2705412	-	1338	EBBPGFGJ_02578	qseF	Transcriptional regulatory protein QseF	m	5mC	5-methylcytosine	29	0.02167414
NC_003197.2	CDS	2705408	2706173	-	765	EBBPGFGJ_02579	qseG	Quorum-sensing regulator protein G	m	5mC	5-methylcytosine	19	0.02483660
NC_003197.2	CDS	2706174	2707560	-	1386	EBBPGFGJ_02580	qseE	Sensor histidine kinase QseE	m	5mC	5-methylcytosine	16	0.01154401
NC_003197.2	CDS	2708254	2712142	-	3888	EBBPGFGJ_02581	purL	Phosphoribosylformylglycinamidine synthase	m	5mC	5-methylcytosine	235	0.06044239
NC_003197.2	CDS	2712397	2713942	+	1545	EBBPGFGJ_02582	mltF_1	Membrane-bound lytic murein transglycosylase F	m	5mC	5-methylcytosine	13	0.00841424
NC_003197.2	CDS	2713992	2714511	-	519	EBBPGFGJ_02583	tadA	tRNA-specific adenosine deaminase	m	5mC	5-methylcytosine	4	0.00770713
NC_003197.2	CDS	2714568	2715204	-	636	EBBPGFGJ_02584	pgpC	Phosphatidylglycerophosphatase C	m	5mC	5-methylcytosine	2	0.00314465
NC_003197.2	CDS	2715207	2716569	-	1362	EBBPGFGJ_02585		PTS system EIIBC component SA0186	m	5mC	5-methylcytosine	57	0.04185022
NC_003197.2	CDS	2716579	2717473	-	894	EBBPGFGJ_02586	murQ	N-acetylmuramic acid 6-phosphate etherase	m	5mC	5-methylcytosine	34	0.03803132
NC_003197.2	CDS	2717588	2718437	+	849	EBBPGFGJ_02587	murR	HTH-type transcriptional regulator MurR	m	5mC	5-methylcytosine	28	0.03297998
NC_003197.2	CDS	2718475	2719393	-	918	EBBPGFGJ_02588	panE_2	2-dehydropantoate 2-reductase	m	5mC	5-methylcytosine	4	0.00435730
NC_003197.2	CDS	2719414	2720611	-	1197	EBBPGFGJ_02589		L-lactate transporter	m	5mC	5-methylcytosine	6	0.00501253
NC_003197.2	CDS	2720726	2721653	+	927	EBBPGFGJ_02590	hdfR_2	HTH-type transcriptional regulator HdfR	m	5mC	5-methylcytosine	4	0.00431499
NC_003197.2	CDS	2721690	2721951	+	261	EBBPGFGJ_02591	yfhL	Ferredoxin YfhL	m	5mC	5-methylcytosine	1	0.00383142
NC_003197.2	CDS	2722062	2722443	-	381	EBBPGFGJ_02592	acpS	Holo-[acyl-carrier-protein] synthase	m	5mC	5-methylcytosine	63	0.16535433
NC_003197.2	CDS	2722442	2723174	-	732	EBBPGFGJ_02593	pdxJ	Pyridoxine 5'-phosphate synthase	m	5mC	5-methylcytosine	54	0.07377049
NC_003197.2	CDS	2723185	2723914	-	729	EBBPGFGJ_02594	recO	DNA repair protein RecO	m	5mC	5-methylcytosine	39	0.05349794
NC_003197.2	CDS	2723925	2724831	-	906	EBBPGFGJ_02595	era	GTPase Era	m	5mC	5-methylcytosine	25	0.02759382
NC_003197.2	CDS	2724827	2725565	-	738	EBBPGFGJ_02596	rnc	Ribonuclease 3	m	5mC	5-methylcytosine	20	0.02710027
NC_003197.2	CDS	2725781	2726756	-	975	EBBPGFGJ_02597	lepB	Signal peptidase I	m	5mC	5-methylcytosine	20	0.02051282
NC_003197.2	CDS	2726772	2728572	-	1800	EBBPGFGJ_02598	lepA	Elongation factor 4	m	5mC	5-methylcytosine	48	0.02666667
NC_003197.2	CDS	2729000	2730470	+	1470	EBBPGFGJ_02599		hypothetical protein	m	5mC	5-methylcytosine	11	0.00748299
NC_003197.2	CDS	2732016	2732202	+	186	EBBPGFGJ_02601		hypothetical protein	m	5mC	5-methylcytosine	3	0.01612903
NC_003197.2	CDS	2733337	2733916	-	579	EBBPGFGJ_02602	tfaE_3	Prophage tail fiber assembly protein homolog TfaE	m	5mC	5-methylcytosine	5	0.00863558
NC_003197.2	CDS	2733905	2734730	-	825	EBBPGFGJ_02603		hypothetical protein	m	5mC	5-methylcytosine	3	0.00363636
NC_003197.2	CDS	2734726	2737099	-	2373	EBBPGFGJ_02604		hypothetical protein	m	5mC	5-methylcytosine	109	0.04593342
NC_003197.2	CDS	2737152	2737395	-	243	EBBPGFGJ_02605		hypothetical protein	m	5mC	5-methylcytosine	1	0.00411523
NC_003197.2	CDS	2737433	2740796	-	3363	EBBPGFGJ_02606		hypothetical protein	m	5mC	5-methylcytosine	168	0.04995540
NC_003197.2	CDS	2740857	2741364	-	507	EBBPGFGJ_02607		hypothetical protein	m	5mC	5-methylcytosine	23	0.04536489
NC_003197.2	CDS	2741402	2742140	-	738	EBBPGFGJ_02608		hypothetical protein	m	5mC	5-methylcytosine	19	0.02574526
NC_003197.2	CDS	2742146	2742845	-	699	EBBPGFGJ_02609		hypothetical protein	m	5mC	5-methylcytosine	9	0.01287554
NC_003197.2	CDS	2742854	2743184	-	330	EBBPGFGJ_02610		hypothetical protein	m	5mC	5-methylcytosine	1	0.00303030
NC_003197.2	CDS	2743186	2746282	-	3096	EBBPGFGJ_02611		hypothetical protein	m	5mC	5-methylcytosine	109	0.03520672
NC_003197.2	CDS	2746253	2746568	-	315	EBBPGFGJ_02612		hypothetical protein	m	5mC	5-methylcytosine	21	0.06666667
NC_003197.2	CDS	2746588	2746984	-	396	EBBPGFGJ_02613		hypothetical protein	m	5mC	5-methylcytosine	1	0.00252525
NC_003197.2	CDS	2747034	2747778	-	744	EBBPGFGJ_02614		hypothetical protein	m	5mC	5-methylcytosine	21	0.02822581
NC_003197.2	CDS	2747788	2748190	-	402	EBBPGFGJ_02615		hypothetical protein	m	5mC	5-methylcytosine	2	0.00497512
NC_003197.2	CDS	2748298	2749429	+	1131	EBBPGFGJ_02616		IS200/IS605 family transposase ISEc42	m	5mC	5-methylcytosine	26	0.02298851
NC_003197.2	CDS	2749477	2750056	-	579	EBBPGFGJ_02617		hypothetical protein	m	5mC	5-methylcytosine	16	0.02763385
NC_003197.2	CDS	2750083	2750467	-	384	EBBPGFGJ_02618		hypothetical protein	m	5mC	5-methylcytosine	14	0.03645833
NC_003197.2	CDS	2750477	2750837	-	360	EBBPGFGJ_02619		hypothetical protein	m	5mC	5-methylcytosine	1	0.00277778
NC_003197.2	CDS	2750894	2751923	-	1029	EBBPGFGJ_02620		hypothetical protein	m	5mC	5-methylcytosine	8	0.00777454
NC_003197.2	CDS	2751977	2752325	-	348	EBBPGFGJ_02621		hypothetical protein	m	5mC	5-methylcytosine	15	0.04310345
NC_003197.2	CDS	2752337	2753834	-	1497	EBBPGFGJ_02622		hypothetical protein	m	5mC	5-methylcytosine	86	0.05744823
NC_003197.2	CDS	2753823	2755443	-	1620	EBBPGFGJ_02623		hypothetical protein	m	5mC	5-methylcytosine	33	0.02037037
NC_003197.2	CDS	2755400	2755604	-	204	EBBPGFGJ_02624		hypothetical protein	m	5mC	5-methylcytosine	11	0.05392157
NC_003197.2	CDS	2755587	2757519	-	1932	EBBPGFGJ_02625		hypothetical protein	m	5mC	5-methylcytosine	30	0.01552795
NC_003197.2	CDS	2757490	2758036	-	546	EBBPGFGJ_02626	nohA	Prophage DNA-packing protein NohA	m	5mC	5-methylcytosine	10	0.01831502
NC_003197.2	CDS	2758322	2758724	+	402	EBBPGFGJ_02627	pliG	Inhibitor of g-type lysozyme	m	5mC	5-methylcytosine	3	0.00746269
NC_003197.2	CDS	2758959	2759433	-	474	EBBPGFGJ_02628		hypothetical protein	m	5mC	5-methylcytosine	3	0.00632911
NC_003197.2	CDS	2759429	2759882	-	453	EBBPGFGJ_02629		hypothetical protein	m	5mC	5-methylcytosine	4	0.00883002
NC_003197.2	CDS	2759865	2760201	-	336	EBBPGFGJ_02630		hypothetical protein	m	5mC	5-methylcytosine	4	0.01190476
NC_003197.2	CDS	2760683	2761157	+	474	EBBPGFGJ_02631		hypothetical protein	m	5mC	5-methylcytosine	3	0.00632911
NC_003197.2	tRNA	2761648	2761725	-	77	EBBPGFGJ_02633		tRNA-Arg(tct)	m	5mC	5-methylcytosine	3	0.03896104
NC_003197.2	CDS	2762066	2762630	-	564	EBBPGFGJ_02634		hypothetical protein	m	5mC	5-methylcytosine	4	0.00709220
NC_003197.2	CDS	2762902	2763580	-	678	EBBPGFGJ_02635		hypothetical protein	m	5mC	5-methylcytosine	6	0.00884956
NC_003197.2	CDS	2763576	2763717	-	141	EBBPGFGJ_02636	ylcG	Uncharacterized protein YlcG	m	5mC	5-methylcytosine	7	0.04964539
NC_003197.2	CDS	2763713	2764325	-	612	EBBPGFGJ_02637		hypothetical protein	m	5mC	5-methylcytosine	37	0.06045752
NC_003197.2	CDS	2764327	2764534	-	207	EBBPGFGJ_02638		hypothetical protein	m	5mC	5-methylcytosine	3	0.01449275
NC_003197.2	CDS	2764533	2765136	-	603	EBBPGFGJ_02639		hypothetical protein	m	5mC	5-methylcytosine	12	0.01990050
NC_003197.2	CDS	2765551	2765785	-	234	EBBPGFGJ_02640	dinI_3	DNA damage-inducible protein I	m	5mC	5-methylcytosine	12	0.05128205
NC_003197.2	CDS	2766444	2766756	-	312	EBBPGFGJ_02642		hypothetical protein	m	5mC	5-methylcytosine	1	0.00320513
NC_003197.2	CDS	2766752	2767100	-	348	EBBPGFGJ_02643		hypothetical protein	m	5mC	5-methylcytosine	1	0.00287356
NC_003197.2	CDS	2767110	2767860	-	750	EBBPGFGJ_02644	dnaC_2	DNA replication protein DnaC	m	5mC	5-methylcytosine	1	0.00133333
NC_003197.2	CDS	2767862	2768840	-	978	EBBPGFGJ_02645		hypothetical protein	m	5mC	5-methylcytosine	1	0.00102249
NC_003197.2	CDS	2768930	2769251	-	321	EBBPGFGJ_02646		hypothetical protein	m	5mC	5-methylcytosine	11	0.03426791
NC_003197.2	CDS	2769629	2770040	+	411	EBBPGFGJ_02648		hypothetical protein	m	5mC	5-methylcytosine	3	0.00729927
NC_003197.2	CDS	2770342	2770501	+	159	EBBPGFGJ_02649		hypothetical protein	m	5mC	5-methylcytosine	5	0.03144654
NC_003197.2	CDS	2770585	2770873	+	288	EBBPGFGJ_02650		hypothetical protein	m	5mC	5-methylcytosine	3	0.01041667
NC_003197.2	CDS	2770999	2773885	+	2886	EBBPGFGJ_02651		hypothetical protein	m	5mC	5-methylcytosine	109	0.03776854
NC_003197.2	CDS	2773895	2775005	+	1110	EBBPGFGJ_02652		hypothetical protein	m	5mC	5-methylcytosine	19	0.01711712
NC_003197.2	CDS	2775327	2775612	+	285	EBBPGFGJ_02654		hypothetical protein	m	5mC	5-methylcytosine	1	0.00350877
NC_003197.2	CDS	2775589	2776819	-	1230	EBBPGFGJ_02655	intA_1	Prophage integrase IntA	m	5mC	5-methylcytosine	6	0.00487805
NC_003197.2	CDS	2777316	2777796	-	480	EBBPGFGJ_02656	rseC	Protein RseC	m	5mC	5-methylcytosine	55	0.11458333
NC_003197.2	CDS	2777792	2778749	-	957	EBBPGFGJ_02657	rseB	Sigma-E factor regulatory protein RseB	m	5mC	5-methylcytosine	25	0.02612330
NC_003197.2	CDS	2778748	2779399	-	651	EBBPGFGJ_02658	rseA	Anti-sigma-E factor RseA	m	5mC	5-methylcytosine	19	0.02918587
NC_003197.2	CDS	2779430	2780006	-	576	EBBPGFGJ_02659	rpoE	ECF RNA polymerase sigma-E factor	m	5mC	5-methylcytosine	4	0.00694444
NC_003197.2	CDS	2780430	2782053	+	1623	EBBPGFGJ_02660	nadB	L-aspartate oxidase	m	5mC	5-methylcytosine	45	0.02772643
