replicon	feature_type	feat_start	feat_end	strand	feat_length_bp	locus_tag	gene	product	mod_code	mod_label	mod_description	raw_count	norm_count
NC_003197.2	CDS	2353043	2353661	-	618	EBBPGFGJ_02269	ccmA_1	Cytochrome c biogenesis ATP-binding export protein CcmA	m4C	m4C	4-methylcytosine	12	0.01941748
NC_003197.2	CDS	2353681	2354284	-	603	EBBPGFGJ_02270	napC	Cytochrome c-type protein NapC	m4C	m4C	4-methylcytosine	1	0.00165837
NC_003197.2	CDS	2354293	2354743	-	450	EBBPGFGJ_02271	napB	Periplasmic nitrate reductase%2C electron transfer subunit	m4C	m4C	4-methylcytosine	1	0.00222222
NC_003197.2	CDS	2355714	2356410	-	696	EBBPGFGJ_02273	napG	Ferredoxin-type protein NapG	m4C	m4C	4-methylcytosine	5	0.00718391
NC_003197.2	CDS	2356416	2358903	-	2487	EBBPGFGJ_02274	napA	Periplasmic nitrate reductase	m4C	m4C	4-methylcytosine	6	0.00241255
NC_003197.2	CDS	2359152	2359644	-	492	EBBPGFGJ_02276	napF_1	Ferredoxin-type protein NapF	m4C	m4C	4-methylcytosine	1	0.00203252
NC_003197.2	CDS	2362479	2363130	-	651	EBBPGFGJ_02280	alkB	Alpha-ketoglutarate-dependent dioxygenase AlkB	m4C	m4C	4-methylcytosine	3	0.00460829
NC_003197.2	CDS	2363132	2364191	-	1059	EBBPGFGJ_02281	ada	Bifunctional transcriptional activator/DNA repair enzyme Ada	m4C	m4C	4-methylcytosine	9	0.00849858
NC_003197.2	CDS	2367306	2369976	+	2670	EBBPGFGJ_02284	rcsD	Phosphotransferase RcsD	m4C	m4C	4-methylcytosine	4	0.00149813
NC_003197.2	CDS	2369992	2370643	+	651	EBBPGFGJ_02285	rcsB_1	Transcriptional regulatory protein RcsB	m4C	m4C	4-methylcytosine	2	0.00307220
NC_003197.2	CDS	2373709	2376346	-	2637	EBBPGFGJ_02287	gyrA	DNA gyrase subunit A	m4C	m4C	4-methylcytosine	7	0.00265453
NC_003197.2	CDS	2377972	2379298	-	1326	EBBPGFGJ_02289	ttuB_2	Putative tartrate transporter	m4C	m4C	4-methylcytosine	2	0.00150830
NC_003197.2	CDS	2380314	2381043	+	729	EBBPGFGJ_02291	ubiG	Ubiquinone biosynthesis O-methyltransferase	m4C	m4C	4-methylcytosine	3	0.00411523
NC_003197.2	CDS	2381398	2383684	+	2286	EBBPGFGJ_02292	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	m4C	m4C	4-methylcytosine	1	0.00043745
NC_003197.2	CDS	2384926	2385181	+	255	EBBPGFGJ_02294		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.01176471
NC_003197.2	CDS	2385182	2386400	-	1218	EBBPGFGJ_02295	cntE	Staphylopine export protein	m4C	m4C	4-methylcytosine	1	0.00082102
NC_003197.2	CDS	2386534	2387413	+	879	EBBPGFGJ_02296	gltC_1	HTH-type transcriptional regulator GltC	m4C	m4C	4-methylcytosine	3	0.00341297
NC_003197.2	CDS	2388603	2389962	-	1359	EBBPGFGJ_02298	glpT	Glycerol-3-phosphate transporter	m4C	m4C	4-methylcytosine	6	0.00441501
NC_003197.2	CDS	2390234	2391863	+	1629	EBBPGFGJ_02299	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	m4C	m4C	4-methylcytosine	14	0.00859423
NC_003197.2	CDS	2391852	2393112	+	1260	EBBPGFGJ_02300	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	m4C	m4C	4-methylcytosine	7	0.00555556
NC_003197.2	CDS	2393108	2394299	+	1191	EBBPGFGJ_02301	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	m4C	m4C	4-methylcytosine	3	0.00251889
NC_003197.2	CDS	2396038	2396842	-	804	EBBPGFGJ_02304	rhmA	2-keto-3-deoxy-L-rhamnonate aldolase	m4C	m4C	4-methylcytosine	1	0.00124378
NC_003197.2	CDS	2399431	2400214	-	783	EBBPGFGJ_02307	rhmR_1	Uncharacterized HTH-type transcriptional regulator RhmR	m4C	m4C	4-methylcytosine	1	0.00127714
NC_003197.2	CDS	2400463	2401660	-	1197	EBBPGFGJ_02308	pncC_2	Nicotinamide-nucleotide amidohydrolase PncC	m4C	m4C	4-methylcytosine	7	0.00584795
NC_003197.2	CDS	2401774	2402341	-	567	EBBPGFGJ_02309		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00352734
NC_003197.2	CDS	2403969	2405109	+	1140	EBBPGFGJ_02312	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	m4C	m4C	4-methylcytosine	9	0.00789474
NC_003197.2	CDS	2405111	2406095	+	984	EBBPGFGJ_02313	arnC	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	m4C	m4C	4-methylcytosine	1	0.00101626
NC_003197.2	CDS	2406091	2408074	+	1983	EBBPGFGJ_02314	arnA	Bifunctional polymyxin resistance protein ArnA	m4C	m4C	4-methylcytosine	3	0.00151286
NC_003197.2	CDS	2408070	2408970	+	900	EBBPGFGJ_02315	arnD	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD	m4C	m4C	4-methylcytosine	2	0.00222222
NC_003197.2	CDS	2408966	2410613	+	1647	EBBPGFGJ_02316	arnT	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	m4C	m4C	4-methylcytosine	1	0.00060716
NC_003197.2	CDS	2411671	2413039	-	1368	EBBPGFGJ_02320	menE	2-succinylbenzoate--CoA ligase	m4C	m4C	4-methylcytosine	3	0.00219298
NC_003197.2	CDS	2413997	2414855	-	858	EBBPGFGJ_02322	menB	1%2C4-dihydroxy-2-naphthoyl-CoA synthase	m4C	m4C	4-methylcytosine	3	0.00349650
NC_003197.2	CDS	2415624	2417295	-	1671	EBBPGFGJ_02324	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	m4C	m4C	4-methylcytosine	6	0.00359066
NC_003197.2	CDS	2417380	2418676	-	1296	EBBPGFGJ_02325	menF	Isochorismate synthase MenF	m4C	m4C	4-methylcytosine	5	0.00385802
NC_003197.2	CDS	2418776	2419082	-	306	EBBPGFGJ_02326	elaB	Protein ElaB	m4C	m4C	4-methylcytosine	1	0.00326797
NC_003197.2	CDS	2419658	2420576	+	918	EBBPGFGJ_02328	rbn	Ribonuclease BN	m4C	m4C	4-methylcytosine	2	0.00217865
NC_003197.2	CDS	2420641	2421643	+	1002	EBBPGFGJ_02329	cheV	Chemotaxis protein CheV	m4C	m4C	4-methylcytosine	3	0.00299401
NC_003197.2	CDS	2421683	2423465	-	1782	EBBPGFGJ_02330		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00112233
NC_003197.2	CDS	2424352	2425810	-	1458	EBBPGFGJ_02331	nuoN	NADH-quinone oxidoreductase subunit N	m4C	m4C	4-methylcytosine	1	0.00068587
NC_003197.2	CDS	2425816	2427346	-	1530	EBBPGFGJ_02332	nuoM	NADH-quinone oxidoreductase subunit M	m4C	m4C	4-methylcytosine	1	0.00065359
NC_003197.2	CDS	2427659	2429501	-	1842	EBBPGFGJ_02333	nuoL	NADH-quinone oxidoreductase subunit L	m4C	m4C	4-methylcytosine	1	0.00054289
NC_003197.2	CDS	2429796	2430351	-	555	EBBPGFGJ_02335	nuoJ	NADH-quinone oxidoreductase subunit J	m4C	m4C	4-methylcytosine	3	0.00540541
NC_003197.2	CDS	2430361	2430904	-	543	EBBPGFGJ_02336	nuoI	NADH-quinone oxidoreductase subunit I	m4C	m4C	4-methylcytosine	1	0.00184162
NC_003197.2	CDS	2430918	2431896	-	978	EBBPGFGJ_02337	nuoH	NADH-quinone oxidoreductase subunit H	m4C	m4C	4-methylcytosine	1	0.00102249
NC_003197.2	CDS	2431892	2434619	-	2727	EBBPGFGJ_02338	nuoG	NADH-quinone oxidoreductase subunit G	m4C	m4C	4-methylcytosine	9	0.00330033
NC_003197.2	CDS	2434649	2435987	-	1338	EBBPGFGJ_02339	nuoF	NADH-quinone oxidoreductase subunit F	m4C	m4C	4-methylcytosine	4	0.00298954
NC_003197.2	CDS	2435983	2436484	-	501	EBBPGFGJ_02340	nuoE	NADH-quinone oxidoreductase subunit E	m4C	m4C	4-methylcytosine	2	0.00399202
NC_003197.2	CDS	2436486	2438289	-	1803	EBBPGFGJ_02341	nuoC	NADH-quinone oxidoreductase subunit C/D	m4C	m4C	4-methylcytosine	2	0.00110926
NC_003197.2	CDS	2438375	2439038	-	663	EBBPGFGJ_02342	nuoB	NADH-quinone oxidoreductase subunit B	m4C	m4C	4-methylcytosine	1	0.00150830
NC_003197.2	CDS	2441993	2443208	+	1215	EBBPGFGJ_02345	alaA	Glutamate-pyruvate aminotransferase AlaA	m4C	m4C	4-methylcytosine	1	0.00082305
NC_003197.2	CDS	2443301	2443901	+	600	EBBPGFGJ_02346	yfbR	5'-deoxynucleotidase YfbR	m4C	m4C	4-methylcytosine	2	0.00333333
NC_003197.2	CDS	2443992	2445819	-	1827	EBBPGFGJ_02347		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00054735
NC_003197.2	CDS	2445895	2446555	-	660	EBBPGFGJ_02348	hxpA	Hexitol phosphatase A	m4C	m4C	4-methylcytosine	3	0.00454545
NC_003197.2	CDS	2449216	2451361	+	2145	EBBPGFGJ_02352	pta	Phosphate acetyltransferase	m4C	m4C	4-methylcytosine	5	0.00233100
NC_003197.2	CDS	2451578	2453099	+	1521	EBBPGFGJ_02353		hypothetical protein	m4C	m4C	4-methylcytosine	6	0.00394477
NC_003197.2	CDS	2453147	2454101	-	954	EBBPGFGJ_02354	aptB	Apulose-4-phosphate transketolase subunit B	m4C	m4C	4-methylcytosine	3	0.00314465
NC_003197.2	CDS	2454920	2456312	-	1392	EBBPGFGJ_02356	ulaA_2	Ascorbate-specific PTS system EIIC component	m4C	m4C	4-methylcytosine	4	0.00287356
NC_003197.2	CDS	2457381	2458401	+	1020	EBBPGFGJ_02359	gntR_1	HTH-type transcriptional regulator GntR	m4C	m4C	4-methylcytosine	2	0.00196078
NC_003197.2	CDS	2458406	2458961	-	555	EBBPGFGJ_02360	yfcD	Uncharacterized Nudix hydrolase YfcD	m4C	m4C	4-methylcytosine	1	0.00180180
NC_003197.2	CDS	2459624	2460269	-	645	EBBPGFGJ_02362	yfcF	Glutathione S-transferase YfcF	m4C	m4C	4-methylcytosine	3	0.00465116
NC_003197.2	CDS	2460411	2461059	+	648	EBBPGFGJ_02363	yfcG	Disulfide-bond oxidoreductase YfcG	m4C	m4C	4-methylcytosine	1	0.00154321
NC_003197.2	CDS	2461184	2462078	+	894	EBBPGFGJ_02364		Epimerase family protein SA0724	m4C	m4C	4-methylcytosine	2	0.00223714
NC_003197.2	CDS	2462129	2462903	-	774	EBBPGFGJ_02365	hisP	Histidine transport ATP-binding protein HisP	m4C	m4C	4-methylcytosine	2	0.00258398
NC_003197.2	CDS	2463620	2464307	-	687	EBBPGFGJ_02367	hisQ	Histidine transport system permease protein HisQ	m4C	m4C	4-methylcytosine	2	0.00291121
NC_003197.2	CDS	2464489	2465272	-	783	EBBPGFGJ_02368	hisJ	Histidine-binding periplasmic protein	m4C	m4C	4-methylcytosine	1	0.00127714
NC_003197.2	CDS	2466580	2467150	-	570	EBBPGFGJ_02370	ubiX	Flavin prenyltransferase UbiX	m4C	m4C	4-methylcytosine	2	0.00350877
NC_003197.2	CDS	2467176	2468583	-	1407	EBBPGFGJ_02371	rocC	Amino-acid permease RocC	m4C	m4C	4-methylcytosine	3	0.00213220
NC_003197.2	CDS	2468646	2469750	-	1104	EBBPGFGJ_02372	orr	Ornithine racemase	m4C	m4C	4-methylcytosine	4	0.00362319
NC_003197.2	CDS	2469751	2471173	-	1422	EBBPGFGJ_02373	gadC	Glutamate/gamma-aminobutyrate antiporter	m4C	m4C	4-methylcytosine	3	0.00210970
NC_003197.2	CDS	2471263	2472661	-	1398	EBBPGFGJ_02374	lysA_1	Diaminopimelate decarboxylase	m4C	m4C	4-methylcytosine	5	0.00357654
NC_003197.2	CDS	2472871	2474299	+	1428	EBBPGFGJ_02375	rocR	Arginine utilization regulatory protein RocR	m4C	m4C	4-methylcytosine	4	0.00280112
NC_003197.2	CDS	2474334	2475852	-	1518	EBBPGFGJ_02376	purF	Amidophosphoribosyltransferase	m4C	m4C	4-methylcytosine	6	0.00395257
NC_003197.2	CDS	2476688	2477363	-	675	EBBPGFGJ_02378	dedD	Cell division protein DedD	m4C	m4C	4-methylcytosine	3	0.00444444
NC_003197.2	CDS	2477352	2478621	-	1269	EBBPGFGJ_02379	folC	Dihydrofolate synthase/folylpolyglutamate synthase	m4C	m4C	4-methylcytosine	5	0.00394011
NC_003197.2	CDS	2478688	2479603	-	915	EBBPGFGJ_02380	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	m4C	m4C	4-methylcytosine	6	0.00655738
NC_003197.2	CDS	2479752	2480412	-	660	EBBPGFGJ_02381	dedA	Protein DedA	m4C	m4C	4-methylcytosine	1	0.00151515
NC_003197.2	CDS	2480460	2481273	-	813	EBBPGFGJ_02382	truA	tRNA pseudouridine synthase A	m4C	m4C	4-methylcytosine	2	0.00246002
NC_003197.2	CDS	2481272	2482286	-	1014	EBBPGFGJ_02383	usg	USG-1 protein	m4C	m4C	4-methylcytosine	1	0.00098619
NC_003197.2	CDS	2482353	2483490	-	1137	EBBPGFGJ_02384	pdxB	Erythronate-4-phosphate dehydrogenase	m4C	m4C	4-methylcytosine	2	0.00175901
NC_003197.2	CDS	2483593	2484595	+	1002	EBBPGFGJ_02385	flk	Flagellar regulator flk	m4C	m4C	4-methylcytosine	2	0.00199601
NC_003197.2	CDS	2484591	2485770	-	1179	EBBPGFGJ_02386	yfcJ_1	Uncharacterized MFS-type transporter YfcJ	m4C	m4C	4-methylcytosine	3	0.00254453
NC_003197.2	CDS	2486913	2487282	+	369	EBBPGFGJ_02389		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00271003
NC_003197.2	CDS	2488620	2489835	-	1215	EBBPGFGJ_02392	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	m4C	m4C	4-methylcytosine	2	0.00164609
NC_003197.2	CDS	2489994	2491995	+	2001	EBBPGFGJ_02393	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	m4C	m4C	4-methylcytosine	8	0.00399800
NC_003197.2	CDS	2492354	2492903	-	549	EBBPGFGJ_02395	epmC	Elongation factor P hydroxylase	m4C	m4C	4-methylcytosine	1	0.00182149
NC_003197.2	CDS	2493711	2494536	-	825	EBBPGFGJ_02397	mepA	Penicillin-insensitive murein endopeptidase	m4C	m4C	4-methylcytosine	2	0.00242424
NC_003197.2	CDS	2497409	2497895	-	486	EBBPGFGJ_02401	sixA	Phosphohistidine phosphatase SixA	m4C	m4C	4-methylcytosine	1	0.00205761
NC_003197.2	CDS	2498103	2500251	-	2148	EBBPGFGJ_02402	fadJ	Fatty acid oxidation complex subunit alpha	m4C	m4C	4-methylcytosine	5	0.00232775
NC_003197.2	CDS	2500250	2501561	-	1311	EBBPGFGJ_02403	fadI	3-ketoacyl-CoA thiolase FadI	m4C	m4C	4-methylcytosine	3	0.00228833
NC_003197.2	CDS	2501738	2502023	-	285	EBBPGFGJ_02404	yiiS	UPF0381 protein YiiS	m4C	m4C	4-methylcytosine	1	0.00350877
NC_003197.2	CDS	2502393	2503701	+	1308	EBBPGFGJ_02405	fadL	Long-chain fatty acid transport protein	m4C	m4C	4-methylcytosine	3	0.00229358
NC_003197.2	CDS	2503761	2504517	-	756	EBBPGFGJ_02406	mlaA	Intermembrane phospholipid transport system lipoprotein MlaA	m4C	m4C	4-methylcytosine	2	0.00264550
NC_003197.2	CDS	2504805	2505747	+	942	EBBPGFGJ_02407	yfdC	Inner membrane protein YfdC	m4C	m4C	4-methylcytosine	2	0.00212314
NC_003197.2	CDS	2507259	2508510	-	1251	EBBPGFGJ_02411	dctD	C4-dicarboxylate transport transcriptional regulatory protein DctD	m4C	m4C	4-methylcytosine	3	0.00239808
NC_003197.2	CDS	2508496	2510503	-	2007	EBBPGFGJ_02412	pgtB	Phosphoglycerate transport system sensor protein PgtB	m4C	m4C	4-methylcytosine	3	0.00149477
NC_003197.2	CDS	2510499	2511774	-	1275	EBBPGFGJ_02413	pgtC	Phosphoglycerate transport regulatory protein PgtC	m4C	m4C	4-methylcytosine	1	0.00078431
NC_003197.2	CDS	2512128	2513520	+	1392	EBBPGFGJ_02414	pgtP	Phosphoglycerate transporter protein	m4C	m4C	4-methylcytosine	2	0.00143678
NC_003197.2	CDS	2514559	2515480	+	921	EBBPGFGJ_02417	lpxP	Lipid A biosynthesis palmitoleoyltransferase	m4C	m4C	4-methylcytosine	3	0.00325733
NC_003197.2	CDS	2516003	2517242	-	1239	EBBPGFGJ_02418	alaC	Glutamate-pyruvate aminotransferase AlaC	m4C	m4C	4-methylcytosine	1	0.00080710
NC_003197.2	CDS	2517962	2518928	-	966	EBBPGFGJ_02419	glk	Glucokinase	m4C	m4C	4-methylcytosine	4	0.00414079
NC_003197.2	CDS	2519131	2520367	+	1236	EBBPGFGJ_02420	yfeO	Putative ion-transport protein YfeO	m4C	m4C	4-methylcytosine	3	0.00242718
NC_003197.2	CDS	2520386	2522039	-	1653	EBBPGFGJ_02421	ipdC	Indole-3-pyruvate decarboxylase	m4C	m4C	4-methylcytosine	10	0.00604961
NC_003197.2	CDS	2522218	2523217	+	999	EBBPGFGJ_02422	gpr	L-glyceraldehyde 3-phosphate reductase	m4C	m4C	4-methylcytosine	3	0.00300300
NC_003197.2	tRNA	2528936	2529012	-	76	EBBPGFGJ_02427		tRNA-Ala(ggc)	m4C	m4C	4-methylcytosine	1	0.01315789
NC_003197.2	CDS	2530161	2531577	-	1416	EBBPGFGJ_02431	gltX	Glutamate--tRNA ligase	m4C	m4C	4-methylcytosine	4	0.00282486
NC_003197.2	tRNA	2532073	2532149	+	76	EBBPGFGJ_02434		tRNA-Val(tac)	m4C	m4C	4-methylcytosine	1	0.01315789
NC_003197.2	tRNA	2532153	2532229	+	76	EBBPGFGJ_02435		tRNA-Lys(ttt)	m4C	m4C	4-methylcytosine	2	0.02631579
NC_003197.2	CDS	2532392	2533277	-	885	EBBPGFGJ_02436	hcaR_1	Hca operon transcriptional activator HcaR	m4C	m4C	4-methylcytosine	1	0.00112994
NC_003197.2	CDS	2534856	2535690	-	834	EBBPGFGJ_02439	xapA	Purine nucleoside phosphorylase 2	m4C	m4C	4-methylcytosine	1	0.00119904
NC_003197.2	CDS	2535945	2536707	+	762	EBBPGFGJ_02440		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00131234
NC_003197.2	CDS	2536768	2537695	-	927	EBBPGFGJ_02441	oxyR_1	Hydrogen peroxide-inducible genes activator	m4C	m4C	4-methylcytosine	3	0.00323625
NC_003197.2	CDS	2537784	2538783	+	999	EBBPGFGJ_02442		hypothetical protein	m4C	m4C	4-methylcytosine	5	0.00500501
NC_003197.2	CDS	2538779	2538998	-	219	EBBPGFGJ_02443		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00456621
NC_003197.2	CDS	2538999	2541015	-	2016	EBBPGFGJ_02444	ligA	DNA ligase	m4C	m4C	4-methylcytosine	6	0.00297619
NC_003197.2	CDS	2541086	2542073	-	987	EBBPGFGJ_02445	zipA	Cell division protein ZipA	m4C	m4C	4-methylcytosine	8	0.00810537
NC_003197.2	CDS	2542304	2543066	+	762	EBBPGFGJ_02446	cysZ	Sulfate transporter CysZ	m4C	m4C	4-methylcytosine	1	0.00131234
NC_003197.2	CDS	2544890	2546618	+	1728	EBBPGFGJ_02449	ptsI	Phosphoenolpyruvate-protein phosphotransferase	m4C	m4C	4-methylcytosine	8	0.00462963
NC_003197.2	CDS	2548501	2549794	+	1293	EBBPGFGJ_02453	ptsJ	Vitamin B6 salvage pathway transcriptional repressor PtsJ	m4C	m4C	4-methylcytosine	13	0.01005414
NC_003197.2	CDS	2549808	2550528	+	720	EBBPGFGJ_02454		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00277778
NC_003197.2	CDS	2550979	2551519	+	540	EBBPGFGJ_02456		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00370370
NC_003197.2	CDS	2551649	2552561	-	912	EBBPGFGJ_02457	cysM	Cysteine synthase B	m4C	m4C	4-methylcytosine	5	0.00548246
NC_003197.2	CDS	2552628	2553726	-	1098	EBBPGFGJ_02458	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	m4C	m4C	4-methylcytosine	2	0.00182149
NC_003197.2	CDS	2553715	2554591	-	876	EBBPGFGJ_02459	cysW	Sulfate transport system permease protein CysW	m4C	m4C	4-methylcytosine	2	0.00228311
NC_003197.2	CDS	2554590	2555424	-	834	EBBPGFGJ_02460	cysT	Sulfate transport system permease protein CysT	m4C	m4C	4-methylcytosine	4	0.00479616
NC_003197.2	CDS	2555423	2556440	-	1017	EBBPGFGJ_02461	cysP	Thiosulfate-binding protein	m4C	m4C	4-methylcytosine	1	0.00098328
NC_003197.2	CDS	2557626	2558526	-	900	EBBPGFGJ_02463	yfeX	Dye-decolorizing peroxidase YfeX	m4C	m4C	4-methylcytosine	3	0.00333333
NC_003197.2	CDS	2558620	2559196	-	576	EBBPGFGJ_02464	yfeY	Uncharacterized protein YfeY	m4C	m4C	4-methylcytosine	2	0.00347222
NC_003197.2	CDS	2560331	2561201	+	870	EBBPGFGJ_02467	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	m4C	m4C	4-methylcytosine	2	0.00229885
NC_003197.2	CDS	2561203	2562103	+	900	EBBPGFGJ_02468	hemF	Oxygen-dependent coproporphyrinogen-III oxidase	m4C	m4C	4-methylcytosine	4	0.00444444
NC_003197.2	CDS	2562581	2563859	+	1278	EBBPGFGJ_02470		hypothetical protein	m4C	m4C	4-methylcytosine	4	0.00312989
NC_003197.2	CDS	2565158	2565653	-	495	EBBPGFGJ_02472	eutK	Ethanolamine utilization protein EutK	m4C	m4C	4-methylcytosine	6	0.01212121
NC_003197.2	CDS	2565665	2566325	-	660	EBBPGFGJ_02473	eutL	Ethanolamine utilization protein EutL	m4C	m4C	4-methylcytosine	3	0.00454545
NC_003197.2	CDS	2566334	2567231	-	897	EBBPGFGJ_02474	eutC	Ethanolamine ammonia-lyase light chain	m4C	m4C	4-methylcytosine	1	0.00111483
NC_003197.2	CDS	2567249	2568611	-	1362	EBBPGFGJ_02475	eutB	Ethanolamine ammonia-lyase heavy chain	m4C	m4C	4-methylcytosine	2	0.00146843
NC_003197.2	CDS	2568622	2570026	-	1404	EBBPGFGJ_02476		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.00213675
NC_003197.2	CDS	2570022	2571249	-	1227	EBBPGFGJ_02477		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00081500
NC_003197.2	CDS	2571368	2572556	-	1188	EBBPGFGJ_02478	mdh_1	NAD-dependent methanol dehydrogenase	m4C	m4C	4-methylcytosine	14	0.01178451
NC_003197.2	CDS	2572545	2573385	-	840	EBBPGFGJ_02479	ftsA_2	Cell division protein FtsA	m4C	m4C	4-methylcytosine	4	0.00476190
NC_003197.2	CDS	2575541	2576558	-	1017	EBBPGFGJ_02483	eutD	Ethanolamine utilization protein EutD	m4C	m4C	4-methylcytosine	6	0.00589971
NC_003197.2	CDS	2576554	2577358	-	804	EBBPGFGJ_02484		hypothetical protein	m4C	m4C	4-methylcytosine	7	0.00870647
NC_003197.2	CDS	2578513	2578849	-	336	EBBPGFGJ_02487	eutS	Ethanolamine utilization protein EutS	m4C	m4C	4-methylcytosine	1	0.00297619
NC_003197.2	CDS	2579329	2579788	-	459	EBBPGFGJ_02488		IS200/IS605 family transposase IS200F	m4C	m4C	4-methylcytosine	1	0.00217865
NC_003197.2	CDS	2579977	2582257	-	2280	EBBPGFGJ_02489	maeB	NADP-dependent malic enzyme	m4C	m4C	4-methylcytosine	8	0.00350877
NC_003197.2	CDS	2582528	2583479	+	951	EBBPGFGJ_02490	tal	Transaldolase	m4C	m4C	4-methylcytosine	2	0.00210305
NC_003197.2	CDS	2583498	2585499	+	2001	EBBPGFGJ_02491	tktB	Transketolase 2	m4C	m4C	4-methylcytosine	2	0.00099950
NC_003197.2	CDS	2585919	2586963	-	1044	EBBPGFGJ_02493		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.00287356
NC_003197.2	CDS	2587866	2589165	+	1299	EBBPGFGJ_02495	yfeW	Putative D-alanyl-D-alanine carboxypeptidase	m4C	m4C	4-methylcytosine	1	0.00076982
NC_003197.2	CDS	2589613	2591575	-	1962	EBBPGFGJ_02496		Ferredoxin--NADP reductase	m4C	m4C	4-methylcytosine	8	0.00407747
NC_003197.2	CDS	2591760	2593461	+	1701	EBBPGFGJ_02497	narQ	Nitrate/nitrite sensor protein NarQ	m4C	m4C	4-methylcytosine	2	0.00117578
NC_003197.2	CDS	2593645	2596759	+	3114	EBBPGFGJ_02498	acrB_2	Multidrug efflux pump subunit AcrB	m4C	m4C	4-methylcytosine	7	0.00224791
NC_003197.2	CDS	2597692	2598820	+	1128	EBBPGFGJ_02500	dapE	Succinyl-diaminopimelate desuccinylase	m4C	m4C	4-methylcytosine	2	0.00177305
NC_003197.2	CDS	2599074	2601093	-	2019	EBBPGFGJ_02502	tmcA	tRNA(Met) cytidine acetyltransferase TmcA	m4C	m4C	4-methylcytosine	26	0.01287766
NC_003197.2	CDS	2601108	2601972	-	864	EBBPGFGJ_02503		Uncharacterized protein Rv2575	m4C	m4C	4-methylcytosine	2	0.00231481
NC_003197.2	CDS	2602102	2602816	-	714	EBBPGFGJ_02504	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	m4C	m4C	4-methylcytosine	1	0.00140056
NC_003197.2	CDS	2602990	2604025	-	1035	EBBPGFGJ_02505	bamC	Outer membrane protein assembly factor BamC	m4C	m4C	4-methylcytosine	6	0.00579710
NC_003197.2	CDS	2605637	2606108	+	471	EBBPGFGJ_02508	bcp	Peroxiredoxin Bcp	m4C	m4C	4-methylcytosine	3	0.00636943
NC_003197.2	CDS	2606694	2607762	-	1068	EBBPGFGJ_02510		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00187266
NC_003197.2	CDS	2607969	2609433	+	1464	EBBPGFGJ_02511	bepA	Beta-barrel assembly-enhancing protease	m4C	m4C	4-methylcytosine	9	0.00614754
NC_003197.2	CDS	2612031	2612658	-	627	EBBPGFGJ_02515	upp	Uracil phosphoribosyltransferase	m4C	m4C	4-methylcytosine	1	0.00159490
NC_003197.2	CDS	2613071	2614109	+	1038	EBBPGFGJ_02516	purM	Phosphoribosylformylglycinamidine cyclo-ligase	m4C	m4C	4-methylcytosine	2	0.00192678
NC_003197.2	CDS	2614108	2614747	+	639	EBBPGFGJ_02517	purN	Phosphoribosylglycinamide formyltransferase	m4C	m4C	4-methylcytosine	3	0.00469484
NC_003197.2	CDS	2614935	2617002	+	2067	EBBPGFGJ_02518	ppk	Polyphosphate kinase	m4C	m4C	4-methylcytosine	1	0.00048379
NC_003197.2	CDS	2617006	2618548	+	1542	EBBPGFGJ_02519	ppx	Exopolyphosphatase	m4C	m4C	4-methylcytosine	10	0.00648508
NC_003197.2	CDS	2618583	2620797	-	2214	EBBPGFGJ_02520	pdeF	Cyclic di-GMP phosphodiesterase PdeF	m4C	m4C	4-methylcytosine	3	0.00135501
NC_003197.2	CDS	2622803	2624381	-	1578	EBBPGFGJ_02524	guaA	GMP synthase [glutamine-hydrolyzing]	m4C	m4C	4-methylcytosine	15	0.00950570
